row_id,icd9_code,short_title,long_title,recode,super_category
766,01332,TB brain absc-exam unkn,"Tuberculous abscess of brain, bacteriological or histological examination unknown (at present)",0,infectious
767,01333,TB brain absc-micro dx,"Tuberculous abscess of brain, tubercle bacilli found (in sputum) by microscopy",0,infectious
768,01334,TB brain abscess-cult dx,"Tuberculous abscess of brain, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",0,infectious
769,01335,TB brain absc-histo dx,"Tuberculous abscess of brain, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",0,infectious
770,01336,TB brain absc-oth test,"Tuberculous abscess of brain, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",0,infectious
771,01340,Tubrclma sp cord-unspec,"Tuberculoma of spinal cord, unspecified",0,infectious
772,01341,Tubrclma sp cord-no exam,"Tuberculoma of spinal cord, bacteriological or histological examination not done",0,infectious
773,01342,Tubrclma sp cd-exam unkn,"Tuberculoma of spinal cord, bacteriological or histological examination unknown (at present)",0,infectious
774,01343,Tubrclma sp crd-micro dx,"Tuberculoma of spinal cord, tubercle bacilli found (in sputum) by microscopy",0,infectious
775,01344,Tubrclma sp cord-cult dx,"Tuberculoma of spinal cord, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",0,infectious
776,01345,Tubrclma sp crd-histo dx,"Tuberculoma of spinal cord, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",0,infectious
777,01346,Tubrclma sp crd-oth test,"Tuberculoma of spinal cord, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",0,infectious
778,01350,TB sp crd abscess-unspec,"Tuberculous abscess of spinal cord, unspecified",0,infectious
779,01351,TB sp crd absc-no exam,"Tuberculous abscess of spinal cord, bacteriological or histological examination not done",0,infectious
780,01352,TB sp crd absc-exam unkn,"Tuberculous abscess of spinal cord, bacteriological or histological examination unknown (at present)",0,infectious
781,01353,TB sp crd absc-micro dx,"Tuberculous abscess of spinal cord, tubercle bacilli found (in sputum) by microscopy",0,infectious
782,01354,TB sp crd absc-cult dx,"Tuberculous abscess of spinal cord, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",0,infectious
783,01355,TB sp crd absc-histo dx,"Tuberculous abscess of spinal cord, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",0,infectious
784,01356,TB sp crd absc-oth test,"Tuberculous abscess of spinal cord, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",0,infectious
785,01360,TB encephalitis-unspec,"Tuberculous encephalitis or myelitis, unspecified",0,infectious
786,01361,TB encephalitis-no exam,"Tuberculous encephalitis or myelitis, bacteriological or histological examination not done",0,infectious
787,01362,TB encephalit-exam unkn,"Tuberculous encephalitis or myelitis, bacteriological or histological examination unknown (at present)",0,infectious
788,01363,TB encephalitis-micro dx,"Tuberculous encephalitis or myelitis, tubercle bacilli found (in sputum) by microscopy",0,infectious
789,01364,TB encephalitis-cult dx,"Tuberculous encephalitis or myelitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",0,infectious
790,01365,TB encephalitis-histo dx,"Tuberculous encephalitis or myelitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",0,infectious
791,01366,TB encephalitis-oth test,"Tuberculous encephalitis or myelitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",0,infectious
792,01380,Cns TB NEC-unspec,"Other specified tuberculosis of central nervous system, unspecified",0,infectious
793,01381,Cns TB NEC-no exam,"Other specified tuberculosis of central nervous system, bacteriological or histological examination not done",0,infectious
794,01382,Cns TB NEC-exam unkn,"Other specified tuberculosis of central nervous system, bacteriological or histological examination unknown (at present)",0,infectious
795,01383,Cns TB NEC-micro dx,"Other specified tuberculosis of central nervous system, tubercle bacilli found (in sputum) by microscopy",0,infectious
796,01384,Cns TB NEC-cult dx,"Other specified tuberculosis of central nervous system, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",0,infectious
797,01385,Cns TB NEC-histo dx,"Other specified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",0,infectious
798,01386,Cns TB NEC-oth test,"Other specified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",0,infectious
799,01390,Cns TB NOS-unspec,"Unspecified tuberculosis of central nervous system, unspecified",0,infectious
800,01391,Cns TB NOS-no exam,"Unspecified tuberculosis of central nervous system, bacteriological or histological examination not done",0,infectious
801,01392,Cns TB NOS-exam unkn,"Unspecified tuberculosis of central nervous system, bacteriological or histological examination unknown (at present)",0,infectious
802,01393,Cns TB NOS-micro dx,"Unspecified tuberculosis of central nervous system, tubercle bacilli found (in sputum) by microscopy",0,infectious
803,01394,Cns TB NOS-cult dx,"Unspecified tuberculosis of central nervous system, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",0,infectious
804,01395,Cns TB NOS-histo dx,"Unspecified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",0,infectious
805,01396,Cns TB NOS-oth test,"Unspecified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",0,infectious
806,01400,TB peritonitis-unspec,"Tuberculous peritonitis, unspecified",0,infectious
807,01401,TB peritonitis-no exam,"Tuberculous peritonitis, bacteriological or histological examination not done",0,infectious
808,01402,TB peritonitis-exam unkn,"Tuberculous peritonitis, bacteriological or histological examination unknown (at present)",0,infectious
809,01403,TB peritonitis-micro dx,"Tuberculous peritonitis, tubercle bacilli found (in sputum) by microscopy",0,infectious
810,01404,TB peritonitis-cult dx,"Tuberculous peritonitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",0,infectious
811,01405,TB peritonitis-histo dx,"Tuberculous peritonitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",0,infectious
812,01406,TB peritonitis-oth test,"Tuberculous peritonitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",0,infectious
813,01480,Intestinal TB NEC-unspec,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, unspecified",0,infectious
814,01481,Intestin TB NEC-no exam,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, bacteriological or histological examination not done",0,infectious
815,01482,Intest TB NEC-exam unkn,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, bacteriological or histological examination unknown (at present)",0,infectious
816,01483,Intestin TB NEC-micro dx,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli found (in sputum) by microscopy",0,infectious
817,01484,Intestin TB NEC-cult dx,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",0,infectious
818,01485,Intestin TB NEC-histo dx,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",0,infectious
819,01486,Intestin TB NEC-oth test,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",0,infectious
820,01500,TB of vertebra-unspec,"Tuberculosis of vertebral column, unspecified",0,infectious
821,01501,TB of vertebra-no exam,"Tuberculosis of vertebral column, bacteriological or histological examination not done",0,infectious
822,01502,TB of vertebra-exam unkn,"Tuberculosis of vertebral column, bacteriological or histological examination unknown (at present)",0,infectious
823,01503,TB of vertebra-micro dx,"Tuberculosis of vertebral column, tubercle bacilli found (in sputum) by microscopy",0,infectious
824,01504,TB of vertebra-cult dx,"Tuberculosis of vertebral column, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",0,infectious
825,01505,TB of vertebra-histo dx,"Tuberculosis of vertebral column, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",0,infectious
826,01506,TB of vertebra-oth test,"Tuberculosis of vertebral column, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",0,infectious
827,01510,TB of hip-unspec,"Tuberculosis of hip, unspecified",0,infectious
828,01511,TB of hip-no exam,"Tuberculosis of hip, bacteriological or histological examination not done",0,infectious
829,01512,TB of hip-exam unkn,"Tuberculosis of hip, bacteriological or histological examination unknown (at present)",0,infectious
830,01513,TB of hip-micro dx,"Tuberculosis of hip, tubercle bacilli found (in sputum) by microscopy",0,infectious
831,01514,TB of hip-cult dx,"Tuberculosis of hip, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",0,infectious
832,01515,TB of hip-histo dx,"Tuberculosis of hip, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",0,infectious
833,01516,TB of hip-oth test,"Tuberculosis of hip, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",0,infectious
834,01520,TB of knee-unspec,"Tuberculosis of knee, unspecified",0,infectious
835,01521,TB of knee-no exam,"Tuberculosis of knee, bacteriological or histological examination not done",0,infectious
836,01522,TB of knee-exam unkn,"Tuberculosis of knee, bacteriological or histological examination unknown (at present)",0,infectious
837,01523,TB of knee-micro dx,"Tuberculosis of knee, tubercle bacilli found (in sputum) by microscopy",0,infectious
838,01524,TB of knee-cult dx,"Tuberculosis of knee, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",0,infectious
839,01525,TB of knee-histo dx,"Tuberculosis of knee, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",0,infectious
840,01526,TB of knee-oth test,"Tuberculosis of knee, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",0,infectious
841,01550,TB of limb bones-unspec,"Tuberculosis of limb bones, unspecified",0,infectious
842,01551,TB limb bones-no exam,"Tuberculosis of limb bones, bacteriological or histological examination not done",0,infectious
843,01552,TB limb bones-exam unkn,"Tuberculosis of limb bones, bacteriological or histological examination unknown (at present)",0,infectious
844,01553,TB limb bones-micro dx,"Tuberculosis of limb bones, tubercle bacilli found (in sputum) by microscopy",0,infectious
845,01554,TB limb bones-cult dx,"Tuberculosis of limb bones, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",0,infectious
846,01555,TB limb bones-histo dx,"Tuberculosis of limb bones, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",0,infectious
847,01556,TB limb bones-oth test,"Tuberculosis of limb bones, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",0,infectious
848,01560,TB of mastoid-unspec,"Tuberculosis of mastoid, unspecified",0,infectious
849,01561,TB of mastoid-no exam,"Tuberculosis of mastoid, bacteriological or histological examination not done",0,infectious
850,01562,TB of mastoid-exam unkn,"Tuberculosis of mastoid, bacteriological or histological examination unknown (at present)",0,infectious
851,01563,TB of mastoid-micro dx,"Tuberculosis of mastoid, tubercle bacilli found (in sputum) by microscopy",0,infectious
852,01564,TB of mastoid-cult dx,"Tuberculosis of mastoid, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",0,infectious
853,01565,TB of mastoid-histo dx,"Tuberculosis of mastoid, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",0,infectious
854,01566,TB of mastoid-oth test,"Tuberculosis of mastoid, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",0,infectious
855,01570,TB of bone NEC-unspec,"Tuberculosis of other specified bone, unspecified",0,infectious
856,01571,TB of bone NEC-no exam,"Tuberculosis of other specified bone, bacteriological or histological examination not done",0,infectious
857,01572,TB of bone NEC-exam unkn,"Tuberculosis of other specified bone, bacteriological or histological examination unknown (at present)",0,infectious
858,01573,TB of bone NEC-micro dx,"Tuberculosis of other specified bone, tubercle bacilli found (in sputum) by microscopy",0,infectious
859,01574,TB of bone NEC-cult dx,"Tuberculosis of other specified bone, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture",0,infectious
860,01575,TB of bone NEC-histo dx,"Tuberculosis of other specified bone, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically",0,infectious
861,01576,TB of bone NEC-oth test,"Tuberculosis of other specified bone, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]",0,infectious
862,01580,TB of joint NEC-unspec,"Tuberculosis of other specified joint, unspecified",0,infectious
863,01581,TB of joint NEC-no exam,"Tuberculosis of other specified joint, bacteriological or histological examination not done",0,infectious
864,1289,Helminthiasis NOS,"Helminth infection, unspecified",0,infectious
865,129,Intestin parasitism NOS,"Intestinal parasitism, unspecified",0,infectious
866,1300,Toxoplasm meningoenceph,Meningoencephalitis due to toxoplasmosis,0,infectious
867,1301,Toxoplasm conjunctivitis,Conjunctivitis due to toxoplasmosis,0,infectious
868,1302,Toxoplasm chorioretinit,Chorioretinitis due to toxoplasmosis,0,infectious
869,1303,Toxoplasma myocarditis,Myocarditis due to toxoplasmosis,0,infectious
870,1304,Toxoplasma pneumonitis,Pneumonitis due to toxoplasmosis,0,infectious
871,1305,Toxoplasma hepatitis,Hepatitis due to toxoplasmosis,0,infectious
872,1307,Toxoplasmosis site NEC,Toxoplasmosis of other specified sites,0,infectious
873,1308,Multisystem toxoplasmos,Multisystemic disseminated toxoplasmosis,0,infectious
874,1309,Toxoplasmosis NOS,"Toxoplasmosis, unspecified",0,infectious
875,13100,Urogenital trichomon NOS,"Urogenital trichomoniasis, unspecified",0,infectious
876,13101,Trichomonal vaginitis,Trichomonal vulvovaginitis,0,infectious
877,13102,Trichomonal urethritis,Trichomonal urethritis,0,infectious
878,13103,Trichomonal prostatitis,Trichomonal prostatitis,0,infectious
879,13109,Urogenital trichomon NEC,Other urogenital trichomoniasis,0,infectious
880,1318,Trichomoniasis NEC,Trichomoniasis of other specified sites,0,infectious
881,1319,Trichomoniasis NOS,"Trichomoniasis, unspecified",0,infectious
882,1320,Pediculus capitis,Pediculus capitis [head louse],0,infectious
883,1321,Pediculus corporis,Pediculus corporis [body louse],0,infectious
884,1322,Phthirus pubis,Phthirus pubis [pubic louse],0,infectious
885,1323,Mixed pedicul & phthirus,Mixed pediculosis infestation,0,infectious
886,1329,Pediculosis NOS,"Pediculosis, unspecified",0,infectious
887,1330,Scabies,Scabies,0,infectious
888,1338,Acariasis NEC,Other acariasis,0,infectious
889,1339,Acariasis NOS,"Acariasis, unspecified",0,infectious
890,1340,Myiasis,Myiasis,0,infectious
891,1341,Arthropod infest NEC,Other arthropod infestation,0,infectious
892,1342,Hirudiniasis,Hirudiniasis,0,infectious
893,1348,Infestation NEC,Other specified infestations,0,infectious
894,1349,Infestation NOS,"Infestation, unspecified",0,infectious
895,135,Sarcoidosis,Sarcoidosis,0,infectious
896,1360,Ainhum,Ainhum,0,infectious
897,1361,Behcet's syndrome,Behcet's syndrome,0,infectious
898,13621,Infectn d/t acanthamoeba,Specific infection due to acanthamoeba,0,infectious
899,13629,Infc free-liv amebae NEC,Other specific infections by free-living amebae,0,infectious
900,1363,Pneumocystosis,Pneumocystosis,0,infectious
901,1364,Psorospermiasis,Psorospermiasis,0,infectious
902,1365,Sarcosporidiosis,Sarcosporidiosis,0,infectious
903,1368,Infect/parasite dis NEC,Other specified infectious and parasitic diseases,0,infectious
904,1369,Infect/parasite dis NOS,Unspecified infectious and parasitic diseases,0,infectious
905,1370,"Late effect tb, resp/NOS",Late effects of respiratory or unspecified tuberculosis,0,infectious
906,1371,Late effect cns TB,Late effects of central nervous system tuberculosis,0,infectious
907,1372,Late effect gu TB,Late effects of genitourinary tuberculosis,0,infectious
908,1373,Late eff bone & joint TB,Late effects of tuberculosis of bones and joints,0,infectious
909,1374,Late effect TB NEC,Late effects of tuberculosis of other specified organs,0,infectious
910,138,Late effect acute polio,Late effects of acute poliomyelitis,0,infectious
911,1390,Late eff viral encephal,Late effects of viral encephalitis,0,infectious
912,1391,Late effect of trachoma,Late effects of trachoma,0,infectious
913,1398,Late eff infect dis NEC,Late effects of other and unspecified infectious and parasitic diseases,0,infectious
914,1400,Mal neo upper vermilion,"Malignant neoplasm of upper lip, vermilion border",0,infectious
915,1401,Mal neo lower vermilion,"Malignant neoplasm of lower lip, vermilion border",0,infectious
916,1403,"Mal neo upper lip, inner","Malignant neoplasm of upper lip, inner aspect",0,infectious
917,1404,"Mal neo lower lip, inner","Malignant neoplasm of lower lip, inner aspect",0,infectious
918,1405,"Mal neo lip, inner NOS","Malignant neoplasm of lip, unspecified, inner aspect",0,infectious
919,1406,"Mal neo lip, commissure",Malignant neoplasm of commissure of lip,0,infectious
920,1408,Mal neo lip NEC,Malignant neoplasm of other sites of lip,0,infectious
921,1409,Mal neo lip/vermil NOS,"Malignant neoplasm of lip, unspecified, vermilion border",0,infectious
922,1410,Mal neo tongue base,Malignant neoplasm of base of tongue,1,neoplasms
923,1411,Mal neo dorsal tongue,Malignant neoplasm of dorsal surface of tongue,1,neoplasms
924,1412,Mal neo tip/lat tongue,Malignant neoplasm of tip and lateral border of tongue,1,neoplasms
925,1413,Mal neo ventral tongue,Malignant neoplasm of ventral surface of tongue,1,neoplasms
926,1414,Mal neo ant 2/3 tongue,"Malignant neoplasm of anterior two-thirds of tongue, part unspecified",1,neoplasms
927,1415,Mal neo tongue junction,Malignant neoplasm of junctional zone of tongue,1,neoplasms
928,1416,Mal neo lingual tonsil,Malignant neoplasm of lingual tonsil,1,neoplasms
929,1418,Malig neo tongue NEC,Malignant neoplasm of other sites of tongue,1,neoplasms
930,20221,Sezary's disease head,"Sezary's disease, lymph nodes of head, face, and neck",1,neoplasms
931,20222,Sezary's disease thorax,"Sezary's disease, intrathoracic lymph nodes",1,neoplasms
932,20223,Sezary's disease abdom,"Sezary's disease, intra-abdominal lymph nodes",1,neoplasms
933,20224,Sezary's disease axilla,"Sezary's disease, lymph nodes of axilla and upper limb",1,neoplasms
934,20225,Sezary's disease inguin,"Sezary's disease, lymph nodes of inguinal region and lower limb",1,neoplasms
935,20226,Sezary's disease pelvic,"Sezary's disease, intrapelvic lymph nodes",1,neoplasms
936,20227,Sezary's disease spleen,"Sezary's disease, spleen",1,neoplasms
937,20228,Sezary's disease mult,"Sezary's disease, lymph nodes of multiple sites",1,neoplasms
938,20230,Mlg hist unsp xtrndl org,"Malignant histiocytosis, unspecified site, extranodal and solid organ sites",1,neoplasms
939,20231,Mal histiocytosis head,"Malignant histiocytosis, lymph nodes of head, face, and neck",1,neoplasms
940,20232,Mal histiocytosis thorax,"Malignant histiocytosis, intrathoracic lymph nodes",1,neoplasms
941,20233,Mal histiocytosis abdom,"Malignant histiocytosis, intra-abdominal lymph nodes",1,neoplasms
942,20234,Mal histiocytosis axilla,"Malignant histiocytosis, lymph nodes of axilla and upper limb",1,neoplasms
943,20235,Mal histiocytosis inguin,"Malignant histiocytosis, lymph nodes of inguinal region and lower limb",1,neoplasms
944,20236,Mal histiocytosis pelvic,"Malignant histiocytosis, intrapelvic lymph nodes",1,neoplasms
945,20237,Mal histiocytosis spleen,"Malignant histiocytosis, spleen",1,neoplasms
946,20238,Mal histiocytosis mult,"Malignant histiocytosis, lymph nodes of multiple sites",1,neoplasms
947,20240,Lk rtctl unsp xtrndl org,"Leukemic reticuloendotheliosis, unspecified site, extranodal and solid organ sites",1,neoplasms
948,20241,Hairy-cell leukem head,"Leukemic reticuloendotheliosis, lymph nodes of head, face, and neck",1,neoplasms
949,20242,Hairy-cell leukem thorax,"Leukemic reticuloendotheliosis, intrathoracic lymph nodes",1,neoplasms
950,20243,Hairy-cell leukem abdom,"Leukemic reticuloendotheliosis, intra-abdominal lymph nodes",1,neoplasms
951,20244,Hairy-cell leukem axilla,"Leukemic reticuloendotheliosis, lymph nodes of axilla and upper arm",1,neoplasms
952,20245,Hairy-cell leukem inguin,"Leukemic reticuloendotheliosis, lymph nodes of inguinal region and lower limb",1,neoplasms
953,20246,Hairy-cell leukem pelvic,"Leukemic reticuloendotheliosis, intrapelvic lymph nodes",1,neoplasms
954,20247,Hairy-cell leukem spleen,"Leukemic reticuloendotheliosis, spleen",1,neoplasms
955,20248,Hairy-cell leukem mult,"Leukemic reticuloendotheliosis, lymph nodes of multiple sites",1,neoplasms
956,20250,Ltr-siwe unsp xtrndl org,"Letterer-siwe disease, unspecified site, extranodal and solid organ sites",1,neoplasms
957,0552,Postmeasles otitis media,Postmeasles otitis media,0,infectious
958,05571,Measles keratitis,Measles keratoconjunctivitis,0,infectious
959,05579,Measles complication NEC,Measles with other specified complications,0,infectious
960,0558,Measles complication NOS,Measles with unspecified complication,0,infectious
961,0559,Measles uncomplicated,Measles without mention of complication,0,infectious
962,05600,Rubella nerve compl NOS,Rubella with unspecified neurological complication,0,infectious
963,05601,Rubella encephalitis,Encephalomyelitis due to rubella,0,infectious
964,05609,Rubella nerve compl NEC,Rubella with other neurological complications,0,infectious
965,05671,Arthritis due to rubella,Arthritis due to rubella,0,infectious
966,05679,Rubella complication NEC,Rubella with other specified complications,0,infectious
967,0568,Rubella complication NOS,Rubella with unspecified complications,0,infectious
968,0569,Rubella uncomplicated,Rubella without mention of complication,0,infectious
969,0570,Erythema infectiosum,Erythema infectiosum (fifth disease),0,infectious
970,0578,Viral exanthemata NEC,Other specified viral exanthemata,0,infectious
971,0579,Viral exanthemata NOS,"Viral exanthem, unspecified",0,infectious
972,05810,Roseola infantum NOS,"Roseola infantum, unspecified",0,infectious
973,05811,Roseola infant d/t HHV-6,Roseola infantum due to human herpesvirus 6,0,infectious
974,05812,Roseola infant d/t HHV-7,Roseola infantum due to human herpesvirus 7,0,infectious
975,05821,Human herpesvir 6 enceph,Human herpesvirus 6 encephalitis,0,infectious
976,05829,Human herpesvr encph NEC,Other human herpesvirus encephalitis,0,infectious
977,05881,Human herpesvirus 6 infc,Human herpesvirus 6 infection,0,infectious
978,05882,Human herpesvirus 7 infc,Human herpesvirus 7 infection,0,infectious
979,05889,Human herpesvirs inf NEC,Other human herpesvirus infection,0,infectious
980,05900,Orthopoxvirus infect NOS,"Orthopoxvirus infection, unspecified",0,infectious
981,05901,Monkeypox,Monkeypox,0,infectious
982,05909,Orthopoxvirus infect NEC,Other orthopoxvirus infections,0,infectious
983,05910,Parapoxvirus infectn NOS,"Parapoxvirus infection, unspecified",0,infectious
984,05911,Bovine stomatitis,Bovine stomatitis,0,infectious
985,05912,Sealpox,Sealpox,0,infectious
986,05919,Parapoxvirus infectn NEC,Other parapoxvirus infections,0,infectious
987,05920,Yatapoxvirus infectn NOS,"Yatapoxvirus infection, unspecified",0,infectious
988,05921,Tanapox,Tanapox,0,infectious
989,05922,Yaba monkey tumor virus,Yaba monkey tumor virus,0,infectious
990,0598,Poxvirus infections NEC,Other poxvirus infections,0,infectious
991,0599,Poxvirus infection NOS,"Poxvirus infections, unspecified",0,infectious
992,0600,Sylvatic yellow fever,Sylvatic yellow fever,0,infectious
993,0601,Urban yellow fever,Urban yellow fever,0,infectious
994,0609,Yellow fever NOS,"Yellow fever, unspecified",0,infectious
995,061,Dengue,Dengue,0,infectious
996,0620,Japanese encephalitis,Japanese encephalitis,0,infectious
997,0621,West equine encephalitis,Western equine encephalitis,0,infectious
998,0622,East equine encephalitis,Eastern equine encephalitis,0,infectious
999,0623,St Louis encephalitis,St. Louis encephalitis,0,infectious
1000,0624,Australian encephalitis,Australian encephalitis,0,infectious
1001,0625,California encephalitis,California virus encephalitis,0,infectious
1002,0628,Mosquit-borne enceph NEC,Other specified mosquito-borne viral encephalitis,0,infectious
1003,0629,Mosquit-borne enceph NOS,"Mosquito-borne viral encephalitis, unspecified",0,infectious
1004,0630,Russia spr-summer enceph,Russian spring-summer [taiga] encephalitis,0,infectious
1005,0631,Louping ill,Louping ill,0,infectious
1006,0632,Cent Europe encephalitis,Central european encephalitis,0,infectious
1007,0638,Tick-borne enceph NEC,Other specified tick-borne viral encephalitis,0,infectious
1008,0639,Tick-borne enceph NOS,"Tick-borne viral encephalitis, unspecified",0,infectious
1009,064,Vir enceph arthropod NEC,Viral encephalitis transmitted by other and unspecified arthropods,0,infectious
1010,0650,Crimean hemorrhagic fev,Crimean hemorrhagic fever [CHF Congo virus],0,infectious
1011,0651,Omsk hemorrhagic fever,Omsk hemorrhagic fever,0,infectious
1012,0652,Kyasanur forest disease,Kyasanur forest disease,0,infectious
1013,0653,Tick-borne hem fever NEC,Other tick-borne hemorrhagic fever,0,infectious
1014,0654,Mosquito-borne hem fever,Mosquito-borne hemorrhagic fever,0,infectious
1015,0658,Arthropod hem fever NEC,Other specified arthropod-borne hemorrhagic fever,0,infectious
1016,0659,Arthropod hem fever NOS,"Arthropod-borne hemorrhagic fever, unspecified",0,infectious
1017,0660,Phlebotomus fever,Phlebotomus fever,0,infectious
1018,0661,Tick-borne fever,Tick-borne fever,0,infectious
1019,0662,Venezuelan equine fever,Venezuelan equine fever,0,infectious
1020,0663,Mosquito-borne fever NEC,Other mosquito-borne fever,0,infectious
1021,06640,West Nile Fever NOS,"West Nile Fever, unspecified",0,infectious
1022,06641,West Nile Fever w/enceph,West Nile Fever with encephalitis,0,infectious
1023,06642,West Nile neuro man NEC,West Nile Fever with other neurologic manifestation,0,infectious
1024,06649,West Nile w complic NEC,West Nile Fever with other complications,0,infectious
1025,0668,Arthropod virus NEC,Other specified arthropod-borne viral diseases,0,infectious
1026,0669,Arthropod virus NOS,"Arthropod-borne viral disease, unspecified",0,infectious
1027,0700,Hepatitis A with coma,Viral hepatitis A with hepatic coma,0,infectious
1028,0701,Hepatitis A w/o coma,Viral hepatitis A without mention of hepatic coma,0,infectious
1029,07020,Hpt B acte coma wo dlta,"Viral hepatitis B with hepatic coma, acute or unspecified, without mention of hepatitis delta",0,infectious
1030,07021,Hpt B acte coma w dlta,"Viral hepatitis B with hepatic coma, acute or unspecified, with hepatitis delta",0,infectious
1031,07022,Hpt B chrn coma wo dlta,Chronic viral hepatitis B with hepatic coma without hepatitis delta,0,infectious
1032,07023,Hpt B chrn coma w dlta,Chronic viral hepatitis B with hepatic coma with hepatitis delta,0,infectious
1033,07030,Hpt B acte wo cm wo dlta,"Viral hepatitis B without mention of hepatic coma, acute or unspecified, without mention of hepatitis delta",0,infectious
1034,07031,Hpt B acte wo cm w dlta,"Viral hepatitis B without mention of hepatic coma, acute or unspecified, with hepatitis delta",0,infectious
1035,07032,Hpt B chrn wo cm wo dlta,Chronic viral hepatitis B without mention of hepatic coma without mention of hepatitis delta,0,infectious
1036,07033,Hpt B chrn wo cm w dlta,Chronic viral hepatitis B without mention of hepatic coma with hepatitis delta,0,infectious
1037,07041,Hpt C acute w hepat Coma,Acute hepatitis C with hepatic coma,0,infectious
1038,07042,Hpt dlt wo b w hpt coma,Hepatitis delta without mention of active hepatitis B disease with hepatic coma,0,infectious
1039,07043,Hpt E w hepat Coma,Hepatitis E with hepatic coma,0,infectious
1040,07044,Chrnc hpt C w hepat Coma,Chronic hepatitis C with hepatic coma,0,infectious
1041,07049,Oth vrl hepat w hpt coma,Other specified viral hepatitis with hepatic coma,0,infectious
1042,07051,Hpt C acute wo hpat coma,Acute hepatitis C without mention of hepatic coma,0,infectious
1043,07052,Hpt dlt wo b wo hpt coma,Hepatitis delta without mention of active hepatitis B disease or hepatic coma,0,infectious
1044,07053,Hpt E wo hepat Coma,Hepatitis E without mention of hepatic coma,0,infectious
1045,07054,Chrnc hpt C wo hpat coma,Chronic hepatitis C without mention of hepatic coma,0,infectious
1046,07059,Oth vrl hpat wo hpt coma,Other specified viral hepatitis without mention of hepatic coma,0,infectious
1047,0706,Viral hepat NOS w coma,Unspecified viral hepatitis with hepatic coma,0,infectious
1048,07070,Hpt C w/o hepat coma NOS,Unspecified viral hepatitis C without hepatic coma,0,infectious
