row_id,cgid,label,description
3173,17125,RN,0
3174,17126,RO,Read Only
3175,17127,CCP,0
3176,17128,RN,0
3177,17129,RO,Read Only
3178,17130,RN,RN
3179,17131,MDs,Read Only
3180,17132,RO,Read Only
3181,17133,RO,Read Only
3182,17134,RO,Read Only
3183,17135,MD,0
3184,17136,RN,RN
3185,17137,RO,Read Only
3186,17138,RN,0
3187,17139,RRT,Resident/Fellow/PA/NP
3188,17140,CoRN,RN
3189,17141,RO,Read Only
3190,17142,MD,0
3191,17143,RO,Read Only
3192,17144,CoWkr,0
3193,17145,RO,Read Only
3194,17146,DI,Dietitian
3195,17147,RN,Read Only
3196,17148,RO,Read Only
3197,17149,DI,0
3198,17150,MD,0
3199,17151,RO,Read Only
3200,17152,ReAssi,0
3201,17153,MD,0
3202,17154,MD,0
3203,17155,RN,RN
3204,17156,RD,Dietitian
3205,17157,MD,0
3206,17158,MS,0
3207,17159,LICSW,0
3208,17160,RO,Read Only
3209,17161,MD,0
3210,17162,MD,0
3211,17163,MD,0
3212,17164,MDs,Resident/Fellow/PA/NP
3213,17165,RO,Read Only
3214,17166,UA,UCO
3215,17167,MS,0
3216,17168,RO,Read Only
3217,17169,RRT,Respiratory
3218,17170,MD,0
3219,17171,RRT,0
3220,17172,Res,Resident/Fellow/PA/NP
3221,17173,RO,Read Only
3222,17174,MD,0
3223,17175,MD,Resident/Fellow/PA/NP
3224,17176,Res,Resident/Fellow/PA/NP
3225,17177,CoOpSt,PCT/NA
3226,17178,RO,Read Only
3227,17179,MD,0
3228,17180,RO,Read Only
3229,17181,RO,Read Only
3230,17182,RO,Read Only
3231,17183,RN,RN
3232,17184,MDs,0
3233,17185,MD,Resident/Fellow/PA/NP
3234,17186,RO,Read Only
3235,17187,PCT,PCT/NA
3236,17188,STD,0
3237,17189,RN,0
3238,17190,RN,RN
3239,17191,RO,Read Only
3240,17192,MD,Resident/Fellow/PA/NP
3241,17193,RN,0
3242,17194,RN,0
3243,17195,Res,Resident/Fellow/PA/NP
3244,17196,RN,0
3245,17197,RO,Read Only
3246,17198,Res,Resident/Fellow/PA/NP
3247,17199,RRT,Read Only
3248,17200,RO,Read Only
3249,17201,STD,Read Only
3250,17202,RO,Read Only
3251,17203,RO,Read Only
3252,17204,SRN,0
3253,17205,RO,Read Only
3254,17206,RN,0
3255,17207,DPM,0
3256,17208,RO,Read Only
3257,17209,Res,Resident/Fellow/PA/NP
3258,17210,RN,RN
3259,17211,RO,Read Only
3260,17212,Res,Resident/Fellow/PA/NP
3261,17213,MD,0
3262,17214,Res,Resident/Fellow/PA/NP
3263,17215,RN,0
3264,17216,RN,0
3265,17217,RN,0
3266,17218,RN,0
3267,17219,RN,RN
3268,17220,RO,Read Only
3269,17221,DietIn,0
3270,17222,RN,RN
3271,17223,MD,Read Only
3272,17224,SRT,Respiratory
3273,17225,RD,Dietitian
3274,17226,Res,Resident/Fellow/PA/NP
3275,17227,RN,RN
3276,17228,Rehab,Rehabilitation
3277,17229,RO,Read Only
3278,17230,PCA,0
3279,17231,RO,Read Only
3280,17232,RO,Read Only
3281,17233,RO,Read Only
3282,17234,Res,Resident/Fellow/PA/NP
3283,17235,ISSupp,0
3284,17236,MD,0
3285,17237,Res,Resident/Fellow/PA/NP
3286,17238,RO,Read Only
3287,17239,MDs,Resident/Fellow/PA/NP
3288,17240,RN,0
3289,17241,CoWker,0
3290,17242,RO,Read Only
3291,17243,PT,Rehabilitation
3292,17244,RO,Read Only
3293,17245,RO,Read Only
3294,17246,RN,0
3295,17247,RD,0
3296,17248,RN,RN
3297,17249,RN,RN
3298,17250,RN,RN
3299,17251,RN,RN
3300,17252,MD,0
3301,17253,Studen,0
3302,17254,SN,0
3303,17255,RN,0
3304,17256,RO,Read Only
3305,17257,RO,Read Only
3306,17258,RO,Read Only
3307,17259,RN,0
3308,17260,MD,0
3309,17261,RO,Read Only
3310,17262,MD,0
3311,17263,RO,Read Only
3312,17264,RN,0
3313,17265,RO,Read Only
3314,17266,MD,0
3315,17267,RN,0
3316,17268,MD,0
3317,17269,RN,0
3318,17270,RN,RN
3319,17271,MD,0
3320,17272,RO,Read Only
3321,17273,RTS,0
3322,17274,RRT,0
3323,17275,RRT,0
3324,17276,MS,0
3325,17277,RRT,Respiratory
3326,17278,Res,0
3327,17279,MD,Resident/Fellow/PA/NP
3328,17280,MDs,Resident/Fellow/PA/NP
3329,17281,1390,Resident/Fellow/PA/NP
3330,17282,Res,Resident/Fellow/PA/NP
3331,17283,MD,0
3332,17284,RO,Read Only
3333,17285,RO,Read Only
3334,17286,RN,RN
3335,17287,MD,Read Only
3336,17288,MD,0
3337,17289,RPh,0
3338,17290,RO,Read Only
3339,17291,RO,Read Only
3340,17292,MD,Resident/Fellow/PA/NP
3341,17293,MD,0
3342,17294,St,0
3343,17295,RN,RN
3344,17296,MD,0
3345,17297,MD,0
3346,17298,MD,0
3347,17299,MD,Read Only
3348,17300,Res,Resident/Fellow/PA/NP
3349,17301,MD,0
3350,17302,MDs,Resident/Fellow/PA/NP
3351,17303,RO,Read Only
3352,17304,RO,Read Only
3353,17305,RO,Read Only
3354,17306,RN,0
3355,17307,MD,0
3356,17308,RO,Read Only
3357,17309,MS,Read Only
3358,17310,MD,0
3359,17311,RO,Read Only
3360,17312,NP,Read Only
3361,17313,MD,0
3362,17314,MedStu,0
3363,17315,MD,0
3364,17316,PhaStu,0
3365,17317,MD,Resident/Fellow/PA/NP
3366,17318,MD,Read Only
3367,17319,Std,Resident/Fellow/PA/NP
3368,17320,MD,0
3369,17321,MD,0
3370,17322,MD,Resident/Fellow/PA/NP
3371,17323,MD,0
3372,17324,MD,0
3373,17325,RO,Read Only
3374,17326,PA,0
3375,17327,RO,Read Only
3376,17328,RO,Read Only
3377,17329,MD,0
3378,17330,MD,0
3379,17331,MDs,Resident/Fellow/PA/NP
3380,17332,CPhT,0
3381,17333,RO,Read Only
3382,17334,MD,0
3383,17335,MD,0
3384,17336,MD,0
3385,17337,ISSupp,0
3386,17338,MD,Attending
3387,17339,RN,RN
3388,17340,RT,Respiratory
3389,17341,Res,Resident/Fellow/PA/NP
3390,17342,Res,Resident/Fellow/PA/NP
3391,17343,Res,Resident/Fellow/PA/NP
3392,17344,RO,Read Only
3393,17345,Res,0
2995,17346,RN,RN
2996,17347,RO,Read Only
2997,17348,RO,Read Only
2998,17349,RO,Read Only
2999,17350,RO,Read Only
3000,17351,di,Dietitian
3001,17352,SW,Social Worker
3002,17353,MD,Resident/Fellow/PA/NP
3003,17354,RO,Read Only
3004,17355,MD,Resident/Fellow/PA/NP
3005,17356,MD,0
3006,17357,RO,Read Only
3007,17358,MD,0
3008,17359,RO,Read Only
3009,17360,MD,0
3010,17361,MDs,0
3011,17362,RO,Read Only
4623,18625,RO,Read Only
4624,18626,RRT,0
4625,18627,RO,Read Only
4626,18628,MD,0
4627,18629,MD,Read Only
4628,18630,MD,0
4629,18631,MD,0
4630,18632,PCT,PCT/NA
4631,18633,MD,Attending
4632,18634,Res,Resident/Fellow/PA/NP
4633,18635,Res,Resident/Fellow/PA/NP
4634,18636,SRT,0
4635,18637,MD,0
4636,18638,RRT,0
4637,18639,RN,0
4638,18640,RO,Read Only
4639,18641,Res,Resident/Fellow/PA/NP
4640,18642,RO,Read Only
4641,18643,RO,Read Only
4642,18644,RO,Read Only
4643,18645,RRT,0
4644,18646,RPH,Pharmacist
4645,18647,Res,Resident/Fellow/PA/NP
4646,18648,RO,Read Only
4647,18649,MD,Resident/Fellow/PA/NP
4648,18650,NStude,0
4649,18651,RN,0
4650,18652,MD,Read Only
4651,18653,RN,0
4652,18654,RN,RN
4653,18655,RN,0
4654,18656,MD,Read Only
4655,18657,9596,Resident/Fellow/PA/NP
4656,18658,Res,Resident/Fellow/PA/NP
4657,18659,MDs,Resident/Fellow/PA/NP
4658,18660,MD,0
4659,18661,RT,Respiratory
4660,18662,Isops,Read Only
4661,18663,RPh,Pharmacist
4662,18664,RO,Read Only
4663,18665,CRT,0
4664,18666,Res,Resident/Fellow/PA/NP
4665,18667,RT,Respiratory
4666,18668,Admin,Administrator
4667,18669,Res,Resident/Fellow/PA/NP
4668,18670,RRT,0
4669,18671,RO,Read Only
4670,18672,RO,Read Only
4671,18673,RN,0
4672,18674,MD,0
4673,18675,RN,RN
4674,18676,RN,0
4675,18677,PT,0
4676,18678,MD,0
4677,18679,RN,RN
4678,18680,RO,Read Only
4679,18681,RO,Read Only
4680,18682,RO,Read Only
4681,18683,RO,Read Only
1032,15032,RT,Respiratory
1033,15033,Res,Resident/Fellow/PA/NP
1034,15034,MD,Attending
1035,15035,Res,Resident/Fellow/PA/NP
1036,15036,Rehab,Rehabilitation
1037,15037,Rehab,Rehabilitation
1038,15038,RNs,RN
1039,15039,RN,RN
1040,15040,UC,PCT/NA
1041,15041,Rehab,Rehabilitation
1042,15042,RO,Read Only
1043,15043,Res,Resident/Fellow/PA/NP
1044,15044,Res,Resident/Fellow/PA/NP
1045,15045,MD,Read Only
1046,15046,RN,RN
1047,15047,RN,RN
1048,15048,RN,0
1049,15049,NP,0
1050,15050,MD,0
1051,15051,RO,Read Only
1052,15052,MD,Resident/Fellow/PA/NP
1053,15053,RN,RN
1054,15054,RO,Read Only
1055,15055,RN,RN
1056,15056,Np,0
1057,15057,RO,Read Only
1058,15058,MDs,Resident/Fellow/PA/NP
1059,15059,MDs,Resident/Fellow/PA/NP
1060,15060,MD,0
1061,15061,RRT,0
1062,15062,RN,RN
1063,15063,RO,Read Only
1064,15064,RN,0
1065,15065,RN,RN
1066,15066,MD,0
1067,15067,RN,0
1068,15068,RN,0
1069,15069,Studen,0
1070,15070,RN,RN
1071,15071,Admin,Administrator
1072,15072,RN,RN
1073,15073,MD,0
1074,15074,SW,Social Worker
1075,15075,RN,RN
1076,15076,RO,Read Only
1077,15077,RO,Read Only
1078,15078,Res,Resident/Fellow/PA/NP
1079,15079,MD,Attending
1080,15080,Studen,0
1081,15081,Rehab,Rehabilitation
1082,15082,RO,Read Only
1083,15083,RN,RN
1084,15084,CM,Case Manager
1085,15085,MD,Attending
1086,15086,Res,Resident/Fellow/PA/NP
1087,15087,RO,Read Only
1088,15088,Res,Resident/Fellow/PA/NP
1089,15089,RN,RN
1090,15090,MS,0
1091,15091,Res,Resident/Fellow/PA/NP
1092,15092,Res,Resident/Fellow/PA/NP
1093,15093,Res,Resident/Fellow/PA/NP
1094,15094,MD,0
1095,15095,RO,Read Only
1096,15096,MD,0
1097,15097,Res,Resident/Fellow/PA/NP
1098,15098,RO,Read Only
1099,15099,RO,Read Only
1100,15100,RN,0
1101,15101,MD,0
1102,15102,CoWker,PCT/NA
1103,15103,Med St,Resident/Fellow/PA/NP
1104,15104,RN,0
1105,15105,Co-Wkr,0
1106,15106,MD,Resident/Fellow/PA/NP
1107,15107,RO,Read Only
1108,15108,SW,Social Worker
1109,15109,MD,0
1110,15110,MD,0
1111,15111,MD,Attending
1112,15112,RO,Read Only
1113,15113,PCT,PCT/NA
1114,15114,RO,Read Only
1115,15115,CoOpst,0
1116,15116,MDs,Resident/Fellow/PA/NP
1117,15117,MD,0
1118,15118,Res,Resident/Fellow/PA/NP
1119,15119,Res,Resident/Fellow/PA/NP
1120,15120,MD,Resident/Fellow/PA/NP
1121,15121,Res,Resident/Fellow/PA/NP
1122,15122,RT,Respiratory
1123,15123,Res,Resident/Fellow/PA/NP
1124,15124,Res,Resident/Fellow/PA/NP
1125,15125,Res,Resident/Fellow/PA/NP
1126,15126,SW,Social Worker
1127,15127,Res,Resident/Fellow/PA/NP
1128,15128,Res,Resident/Fellow/PA/NP
1129,15129,Res,Resident/Fellow/PA/NP
1130,15130,Rehab,Rehabilitation
1131,15131,CM,Case Manager
1132,15132,CM,Case Manager
1133,15133,pct,Read Only
1134,15134,Res,Resident/Fellow/PA/NP
1135,15135,Res,Resident/Fellow/PA/NP
1136,15136,Res,Resident/Fellow/PA/NP
1137,15137,Res,Resident/Fellow/PA/NP
1138,15138,Res,Resident/Fellow/PA/NP
1139,15139,Res,Resident/Fellow/PA/NP
1140,15140,Rehab,Rehabilitation
1141,15141,Res,Resident/Fellow/PA/NP
1142,15142,Res,Resident/Fellow/PA/NP
1143,15143,MDS,Read Only
1144,15144,Res,Resident/Fellow/PA/NP
1145,15145,RPH,Pharmacist
1146,15146,Res,Resident/Fellow/PA/NP
1147,15147,MS,0
1148,15148,RO,Read Only
1149,15149,MDs,Resident/Fellow/PA/NP
1150,15150,RN,0
1151,15151,MD,0
1152,15152,Res,Resident/Fellow/PA/NP
1153,15153,RPh,0
1154,15154,RO,Read Only
1155,15155,MD,0
1156,15156,RN,0
1157,15157,RN,0
1158,15158,MD,0
1159,15159,RO,Read Only
1160,15160,RO,Read Only
1161,15161,RN,0
1162,15162,RRT,0
1163,15163,UCO,0
1164,15164,RN,Read Only
1165,15165,MDs,Resident/Fellow/PA/NP
1166,15166,Res,Resident/Fellow/PA/NP
1167,15167,MD,0
1168,15168,RO,Read Only
1169,15169,MS,0
1170,15170,MD,0
1171,15171,Res,Resident/Fellow/PA/NP
1172,15172,Res,Resident/Fellow/PA/NP
1173,15173,RD,Dietitian
1174,15174,Res,Resident/Fellow/PA/NP
1175,15175,MD,0
1176,15176,RPH,Pharmacist
1177,15177,PCT,PCT/NA
1243,15178,Res,Resident/Fellow/PA/NP
1244,15179,RPH,Pharmacist
1245,15180,RO,Read Only
1246,15181,Res,Resident/Fellow/PA/NP
1247,15182,Res,Resident/Fellow/PA/NP
1248,15183,Res,Resident/Fellow/PA/NP
1249,15184,RPH,Pharmacist
1250,15185,Res,Resident/Fellow/PA/NP
1251,15186,Res,Resident/Fellow/PA/NP
1252,15187,Res,Resident/Fellow/PA/NP
1253,15188,RPh,0
1254,15189,RN,0
1255,15190,RPh,0
1256,15191,RRT,0
1257,15192,MD,0
1258,15193,Rehab,Rehabilitation
1259,15194,MSIV,0
1260,15195,RO,Read Only
1261,15196,RO,Read Only
1262,15197,RA,Research Assistant
1263,15198,DI,0
1264,15199,MS,0
1265,15200,PharmD,Pharmacist
1266,15201,MD,0
1267,15202,MD,0
1268,15203,SRT,Respiratory
1269,15204,DI,Dietitian
1270,15205,RO,Read Only
1271,15206,MDs,0
1272,15207,NP,Read Only
1273,15208,RO,Read Only
1274,15209,RO,Read Only
1275,15210,RO,Read Only
1276,15211,RO,Read Only
1277,15212,RN,RN
1278,15213,RO,Read Only
1279,15214,RO,Read Only
1280,15215,MD,0
1281,15216,RN,RN
1282,15217,RN,RN
1283,15218,RN,RN
1284,15219,RO,Read Only
1285,15220,MDs,0
1286,15221,RO,Read Only
1287,15222,RN,RN
1288,15223,RS,Read Only
1289,15224,RN,0
1290,15225,RN,RN
1291,15226,RN,Read Only
1292,15227,MDs,0
1293,15228,RO,Read Only
1294,15229,RN,0
1295,15230,RO,Read Only
1296,15231,SRT,0
1297,15232,RO,Read Only
1298,15233,RO,Read Only
1299,15234,MD,Resident/Fellow/PA/NP
1300,15235,MDs,Resident/Fellow/PA/NP
1301,15236,RPH,0
1302,15237,MDs,Resident/Fellow/PA/NP
1303,15238,RO,Read Only
1304,15239,RD,Dietitian
1305,15240,RO,Read Only
1306,15241,RN,0
1307,15242,RN,0
1308,15243,RO,Read Only
1309,15244,RN,0
1310,15245,RO,Read Only
1311,15246,MS,0
1312,15247,RO,Read Only
1313,15248,MDs,0
1314,15249,RO,Read Only
1315,15250,Res,0
1316,15251,MD,Attending
1317,15252,MD,Attending
1318,15253,MD,0
1319,15254,Med St,0
1320,15255,RN,0
1321,15256,UA,0
1322,15257,MD,0
1323,15258,MD,0
1324,15259,MD,0
1325,15260,MD,0
1326,15261,MD,0
1327,15262,RN,0
1328,15263,MD,0
1329,15264,MD,0
1330,15265,MD,0
1331,15266,RPh,Pharmacist
1332,15267,MD,0
1333,15268,Nurse,UCO
1334,15269,MD,0
1335,15270,MD,0
1336,15271,RO,Read Only
1337,15272,RO,Read Only
1338,15273,RO,Read Only
1339,15274,MD,0
1340,15275,RRT,0
1341,15276,MD,0
1342,15277,RPh,0
1343,15278,RT,0
1344,15279,RO,Read Only
1345,15280,RN,0
1346,15281,RPh,0
1347,15282,MD,0
1348,15283,RN,0
1349,15284,MD,0
1350,15285,RN,RN
1351,15286,RN,RN
1352,15287,RO,Read Only
1353,15288,Rehab,Rehabilitation
1354,15289,RO,Read Only
1355,15290,Res,Resident/Fellow/PA/NP
1356,15291,RO,Read Only
1357,15292,UCO,UCO
1358,15293,MD,0
1359,15294,MD,0
1360,15295,Res,Resident/Fellow/PA/NP
1361,15296,MD,0
1362,15297,MD,0
1363,15298,RO,Read Only
1364,15299,UA,0
1365,15300,RN,0
1366,15301,RN,0
1367,15302,RO,Read Only
1368,15303,RO,Read Only
1369,15304,RO,Read Only
1370,15305,MD,0
1371,15306,MD,0
1372,15307,MDs,0
1373,15308,RN,RN
1374,15309,Res,Resident/Fellow/PA/NP
1375,15310,RO,Read Only
1376,15311,RO,Read Only
1377,15312,RN,0
1378,15313,RO,Read Only
1379,15314,RN,0
1380,15315,RO,Read Only
1381,15316,RO,Read Only
1382,15317,RN,0
1383,15318,"RD,LDN",Dietitian
1384,15319,RO,Read Only
1385,15320,RN,0
1386,15321,MD,0
1387,15322,RO,Read Only
1388,15323,RN,RN
1389,15324,Res,Resident/Fellow/PA/NP
1390,15325,RO,Read Only
1391,15326,MDs,Resident/Fellow/PA/NP
1392,15327,MD,Resident/Fellow/PA/NP
1393,15328,MD,0
1394,15329,RO,Read Only
1395,15330,0,0
1396,15331,0,0
1397,15332,SW,Social Worker
1398,15333,RRT,0
1399,15334,PCT,PCT/NA
1400,15335,RN,RN
1401,15336,Res,Resident/Fellow/PA/NP
1402,15337,Admin,Administrator
1403,15338,MD,0
1404,15339,MD,Attending
1405,15340,Res,Resident/Fellow/PA/NP
1406,15341,Res,Resident/Fellow/PA/NP
1407,15342,Res,Resident/Fellow/PA/NP
1408,15343,Rehab,Rehabilitation
1409,15344,Res,Resident/Fellow/PA/NP
1410,15345,Res,Resident/Fellow/PA/NP
1411,15346,Res,Resident/Fellow/PA/NP
1412,15347,MD,0
1413,15348,MD,0
1414,15349,Res,Resident/Fellow/PA/NP
1415,15350,3874,Resident/Fellow/PA/NP
1416,15351,RN,RN
1417,15352,RN,RN
1418,15353,RO,Read Only
1419,15354,PCA,0
1420,15355,RN,RN
1421,15356,RNC,0
1422,15357,PA,0
1423,15358,RO,Read Only
1424,15359,RO,Read Only
1425,15360,SW,Social Worker
1426,15361,RO,Read Only
1427,15362,RO,Read Only
1428,15363,Res,Resident/Fellow/PA/NP
1429,15364,PC,Pastoral Care
1430,15365,RO,Read Only
1431,15366,Res,Resident/Fellow/PA/NP
1432,15367,MD,Attending
1433,15368,Res,Resident/Fellow/PA/NP
1434,15369,RN,RN
1435,15370,CCRN,0
1436,15371,MD,Resident/Fellow/PA/NP
1437,15372,RN,RN
1438,15373,SW,Social Worker
1439,15374,RO,Read Only
1440,15375,RPH,Pharmacist
1441,15376,SW,Social Worker
1442,15377,Res,Resident/Fellow/PA/NP
1443,15378,Res,Resident/Fellow/PA/NP
1444,15379,CM,Case Manager
1445,15380,Res,Resident/Fellow/PA/NP
1446,15381,Res,Resident/Fellow/PA/NP
1447,15382,Admin,Administrator
1448,15383,PCT,PCT/NA
1449,15384,Res,Resident/Fellow/PA/NP
1450,15385,MD,Resident/Fellow/PA/NP
1451,15386,Rehab,Rehabilitation
1452,15387,Admin,Administrator
1453,15388,MD,0
1454,15389,MD,Read Only
1455,15390,MD,0
1456,15391,RO,Read Only
1457,15392,RN,0
1458,15393,RN,0
1459,15394,RT,Respiratory
1460,15395,Res,Resident/Fellow/PA/NP
1461,15396,MD,0
1462,15397,Res,Resident/Fellow/PA/NP
1463,15398,Res,Resident/Fellow/PA/NP
1464,15399,Rehab,Rehabilitation
1465,15400,Rehab,Rehabilitation
1466,15401,RO,Read Only
1467,15402,RN,0
1468,15403,MS,0
1469,15404,RO,Read Only
1470,15405,RN,RN
1471,15406,PCT,PCT/NA
1472,15407,RN,RN
1473,15408,MD,0
1474,15409,RO,Read Only
1475,15410,RO,Read Only
1476,15411,RRT,Respiratory
1477,15412,RN,RN
1478,15413,Res,Resident/Fellow/PA/NP
1479,15414,Rehab,Rehabilitation
1480,15415,Res,Resident/Fellow/PA/NP
1481,15416,Res,Resident/Fellow/PA/NP
1482,15417,RN,0
1483,15418,PCT,PCT/NA
1484,15419,RPH,0
1485,15420,MD,Attending
1486,15421,Rehab,Rehabilitation
1487,15422,SW,Social Worker
1488,15423,UCO,UCO
1489,15424,Res,Resident/Fellow/PA/NP
1490,15425,RN,0
1491,15426,Rehab,Rehabilitation
1492,15427,Res,Resident/Fellow/PA/NP
1493,15428,RN,RN
1494,15429,CM,Case Manager
1495,15430,UCO,UCO
1496,15431,RN,RN
1497,15432,Rehab,Rehabilitation
1498,15433,PCT,PCT/NA
1499,15434,Res,Resident/Fellow/PA/NP
1500,15435,Res,Resident/Fellow/PA/NP
1501,15436,Rehab,Rehabilitation
1502,15437,MD,Attending
1503,15438,RRT,0
1504,15439,RRT,0
1505,15440,rn,RN
1506,15441,RN,0
1507,15442,RN,0
1508,15443,RN,RN
1509,15444,MD,0
1510,15445,MD,0
1511,15446,RO,Read Only
1512,15447,RN,RN
1513,15448,SNP,0
1514,15449,RN,0
1515,15450,Stu,0
1516,15451,RN,0
1517,15452,PCT,PCT/NA
1518,15453,RO,Read Only
1519,15454,MD,0
1520,15455,RN,0
1521,15456,RN,0
1522,15457,MD,Attending
1523,15458,Res,Resident/Fellow/PA/NP
1524,15459,PC,Pastoral Care
1525,15460,MD,Attending
1526,15461,Rehab,Rehabilitation
1527,15462,RO,Read Only
1528,15463,Res,Resident/Fellow/PA/NP
1529,15464,CM,Case Manager
1530,15465,Res,Resident/Fellow/PA/NP
1531,15466,RD,Dietitian
1532,15467,RO,Read Only
1533,15468,Res,Resident/Fellow/PA/NP
1534,15469,RN,0
1535,15470,CM,Case Manager
1536,15471,Res,Resident/Fellow/PA/NP
1537,15472,Res,Resident/Fellow/PA/NP
1538,15473,Res,Resident/Fellow/PA/NP
1539,15474,MD,0
1540,15475,MD,0
1541,15476,RRT,0
1542,15477,RN,0
1543,15478,RO,Read Only
1544,15479,MFD,0
1545,15480,CoWork,0
1546,15481,MD,Read Only
1547,15482,MS,0
1548,15483,Res,Resident/Fellow/PA/NP
1549,15484,RN,Read Only
1550,15485,Res,Resident/Fellow/PA/NP
1551,15486,RTStu,0
1552,15487,MDs,Resident/Fellow/PA/NP
1553,15488,RO,Read Only
1554,15489,MDs,Read Only
1555,15490,RO,Read Only
1556,15491,MD,0
1557,15492,MD,0
1558,15493,RO,Read Only
1559,15494,RO,Read Only
1560,15495,MD,0
1561,15496,RO,Read Only
1562,15497,MedStu,0
1563,15498,RRT,Respiratory
1564,15499,HMS MS,Resident/Fellow/PA/NP
1565,15500,MD,0
1566,15501,MDs,Read Only
1567,15502,MD,0
1568,15503,MD,0
1569,15504,RPH,Pharmacist
1570,15505,MD,0
1571,15506,MD,0
1572,15507,MDs,Resident/Fellow/PA/NP
1573,15508,MD,Read Only
1574,15509,MDs,0
1575,15510,RO,Read Only
1576,15511,MD,Attending
1577,15512,MedStu,Resident/Fellow/PA/NP
1578,15513,RO,Read Only
1579,15514,MD,0
1580,15515,RO,Read Only
1581,15516,RO,Read Only
1582,15517,RO,Read Only
1583,15518,MD,0
1584,15519,RO,Read Only
1585,15520,MD,0
1586,15521,RN,0
1587,15522,RN,0
1588,15523,RD,Dietitian
1589,15524,DietIn,0
1590,15525,RPh,0
1591,15526,RN,RN
1592,15527,RN,RN
1593,15528,MS,0
1594,15529,MD,0
1595,15530,RN,0
1596,15531,RO,Read Only
1597,15532,RO,Read Only
1598,15533,MDs,0
1599,15534,MD,0
1600,15535,MD,0
1601,15536,Res,Resident/Fellow/PA/NP
1602,15537,Co-wkr,0
1603,15538,RO,Read Only
1604,15539,MD,Read Only
1605,15540,RD,Dietitian
1606,15541,RO,Read Only
1607,15542,NP,0
1608,15543,UA,0
1609,15544,RN,RN
1610,15545,MD,0
1611,15546,RO,Read Only
1612,15547,MS,0
1613,15548,MD,0
1614,15549,RO,Read Only
1615,15550,Res,Resident/Fellow/PA/NP
1616,15551,RD,Dietitian
1617,15552,RO,Read Only
1618,15553,Res,Resident/Fellow/PA/NP
1619,15554,RO,Read Only
1620,15555,RPh,0
1621,15556,Admin,Administrator
1622,15557,MD,0
1623,15558,MD,0
1624,15559,RO,Read Only
1625,15560,RN,0
1626,15561,MD,Read Only
1627,15562,RO,Read Only
1628,15563,MD,0
1629,15564,RN,RN
1630,15565,RO,Read Only
1631,15566,MSII,0
1632,15567,MD,0
1633,15568,MD,0
1634,15569,MD,0
1635,15570,MD,0
1636,15571,MD,Attending
1637,15572,MD,0
1638,15573,MD,0
1639,15574,MD,Read Only
1640,15575,RO,Read Only
1641,15576,MD,Attending
1642,15577,MDs,Resident/Fellow/PA/NP
1643,15578,MD,0
1644,15579,MD,Read Only
1645,15580,MD,0
1178,15581,RO,Read Only
1179,15582,SN,PCT/NA
1180,15583,RO,Read Only
1181,15584,MD,0
1182,15585,RO,Read Only
1183,15586,ISSC,Administrator
1184,15587,MD,0
1185,15588,MD,Resident/Fellow/PA/NP
1186,15589,MD,0
1187,15590,RO,Read Only
1188,15591,DML,Resident/Fellow/PA/NP
1189,15592,RO,Read Only
1190,15593,RO,Read Only
1191,15594,RO,Read Only
1192,15595,RO,Read Only
1193,15596,RO,Read Only
1194,15597,RRT,0
1195,15598,RO,Read Only
1196,15599,MDs,Read Only
1197,15600,RO,Read Only
1198,15601,RN,0
1199,15602,RO,Read Only
1200,15603,RO,Read Only
1201,15604,MD,0
1202,15605,MD,0
1203,15606,MD,Read Only
1204,15607,MD,0
1205,15608,MD,0
1206,15609,MD,0
1207,15610,RN,0
1208,15611,MD,0
1209,15612,RO,Read Only
1210,15613,RO,Read Only
1211,15614,RO,Read Only
1212,15615,MD,Read Only
1213,15616,RD Int,0
1214,15617,RO,Read Only
1215,15618,Res,Resident/Fellow/PA/NP
1216,15619,Res,Resident/Fellow/PA/NP
1217,15620,RO,Read Only
1218,15621,RD,Dietitian
1219,15622,Res,Resident/Fellow/PA/NP
1220,15623,RN,RN
1221,15624,RO,Read Only
1222,15625,0,0
1223,15626,RN,Resident/Fellow/PA/NP
1224,15627,RN,RN
1225,15628,RO,Read Only
1226,15629,RO,Read Only
1227,15630,RN,0
1228,15631,MedStu,0
1229,15632,Res,Resident/Fellow/PA/NP
1230,15633,UCO,UCO
1231,15634,RO,Read Only
1232,15635,PC,Pastoral Care
1233,15636,PC,Pastoral Care
1234,15637,Res,Resident/Fellow/PA/NP
1235,15638,MD,0
1236,15639,RO,Read Only
1237,15640,MD,0
1238,15641,RN,0
1239,15642,SW,Social Worker
1240,15643,RD,Dietitian
1241,15644,RN,0
1242,15645,RN,0
1646,15646,RN,0
1647,15647,MD,0
1648,15648,Res,Resident/Fellow/PA/NP
1649,15649,Res,Resident/Fellow/PA/NP
1650,15650,PT,Rehabilitation
1651,15651,MDs,Resident/Fellow/PA/NP
1652,15652,RN,Read Only
1653,15653,RN,RN
1654,15654,RN,RN
1655,15655,RO,Read Only
1656,15656,RNBA,Case Manager
1657,15657,RN,RN
1658,15658,RNC,0
1659,15659,RN,RN
1660,15660,MD,0
1661,15661,RN,RN
1662,15662,Coor,0
1663,15663,RN,UCO
1664,15664,RO,Read Only
1665,15665,RO,Read Only
1666,15666,RN,RN
1667,15667,RN,RN
1668,15668,Admin,Read Only
1669,15669,RO,Read Only
1670,15670,RN,0
1671,15671,RN,0
1672,15672,UCO/PC,0
1673,15673,Cowork,PCT/NA
1674,15674,RN,RN
