row_id,itemid,label,fluid,category,loinc_code
553,51353,mesothelial cells,cerebrospinal fluid (csf),hematology,30429-5
554,51354,metamyelocytes,cerebrospinal fluid (csf),hematology,30366-9
555,51355,monocytes,cerebrospinal fluid (csf),hematology,26486-1
556,51356,myelocytes,cerebrospinal fluid (csf),hematology,30447-7
557,51357,nrbc,cerebrospinal fluid (csf),hematology,48778-5
558,51358,other,cerebrospinal fluid (csf),hematology,
559,51359,plasma,cerebrospinal fluid (csf),hematology,47413-0
560,51360,polys,cerebrospinal fluid (csf),hematology,26517-3
561,51361,promyelocytes,cerebrospinal fluid (csf),hematology,
562,51362,"rbc, csf",cerebrospinal fluid (csf),hematology,26454-9
563,51363,"wbc, csf",cerebrospinal fluid (csf),hematology,26465-5
564,51364,young,cerebrospinal fluid (csf),hematology,
565,51365,atypical lymphocytes,joint fluid,hematology,33371-6
566,51366,bands,joint fluid,hematology,33361-7
567,51367,basophils,joint fluid,hematology,17833-5
568,51368,eosinophils,joint fluid,hematology,17834-3
569,51369,"hematocrit, joint fluid",joint fluid,hematology,
570,51370,"joint crystals, birefringence",joint fluid,hematology,
571,51371,"joint crystals, comment",joint fluid,hematology,
572,51372,"joint crystals, location",joint fluid,hematology,
573,51373,"joint crystals, number",joint fluid,hematology,
574,51374,"joint crystals, shape",joint fluid,hematology,
575,51375,lymphocytes,joint fluid,hematology,26483-8
576,51376,macrophage,joint fluid,hematology,33376-5
577,51377,mesothelial cells,joint fluid,hematology,33365-8
578,51378,metamyelocytes,joint fluid,hematology,
579,51379,monocytes,joint fluid,hematology,17835-0
580,51380,nrbc,joint fluid,hematology,48040-0
581,51381,other,joint fluid,hematology,
582,51382,polys,joint fluid,hematology,26522-3
583,51383,"rbc, joint fluid",joint fluid,hematology,26458-0
584,51384,"wbc, joint fluid",joint fluid,hematology,26469-7
585,51385,atypical lymphocytes,other body fluid,hematology,30417-0
586,51386,bands,other body fluid,hematology,26510-8
587,51387,basophils,other body fluid,hematology,28543-7
588,51388,cd10,other body fluid,hematology,51217-8
589,51389,cd103,other body fluid,hematology,
590,51390,cd117,other body fluid,hematology,42867-2
591,51391,cd11c,other body fluid,hematology,51232-7
592,51392,cd13,other body fluid,hematology,51238-4
593,51393,cd138,other body fluid,hematology,42871-4
594,51394,cd14,other body fluid,hematology,51248-3
595,51395,cd15,other body fluid,hematology,51252-5
596,51396,cd16,other body fluid,hematology,
597,51397,cd16/56,other body fluid,hematology,18268-3
598,51398,cd19,other body fluid,hematology,17829-3
599,51399,cd2,other body fluid,hematology,17827-7
600,51400,cd20,other body fluid,hematology,57418-6
601,51401,cd22,other body fluid,hematology,42875-5
602,51402,cd23,other body fluid,hematology,51269-9
603,51403,cd25,other body fluid,hematology,
604,51404,cd3,other body fluid,hematology,17826-9
605,51405,cd33,other body fluid,hematology,51294-7
606,51406,cd34,other body fluid,hematology,
607,51407,cd38,other body fluid,hematology,51299-6
608,51408,cd4,other body fluid,hematology,17822-8
609,51409,cd4/cd8 ratio,other body fluid,hematology,18266-7
610,51410,cd41,other body fluid,hematology,51320-0
611,51411,cd45,other body fluid,hematology,17823-6
612,51412,cd5,other body fluid,hematology,57423-6
613,51413,cd56,other body fluid,hematology,57424-4
614,51414,cd57,other body fluid,hematology,
615,51415,cd64,other body fluid,hematology,51366-3
616,51416,cd7,other body fluid,hematology,57425-1
617,51417,cd71,other body fluid,hematology,57426-9
618,51418,cd8,other body fluid,hematology,17824-4
619,51419,eosinophils,other body fluid,hematology,26452-3
620,51420,fmc-7,other body fluid,hematology,57428-5
621,51421,glyco a,other body fluid,hematology,57430-1
622,51422,"hematocrit, other fluid",other body fluid,hematology,11153-4
623,51423,hla-dr,other body fluid,hematology,51381-2
624,51424,immunophenotyping,other body fluid,hematology,
625,51425,kappa,other body fluid,hematology,
626,51426,lambda,other body fluid,hematology,
627,51427,lymphocytes,other body fluid,hematology,11031-2
628,51428,macrophage,other body fluid,hematology,12230-9
629,51429,mesothelial cells,other body fluid,hematology,28544-5
630,51430,metamyelocytes,other body fluid,hematology,17801-2
631,51431,monos,other body fluid,hematology,10330-9
632,51432,myelocytes,other body fluid,hematology,17800-4
633,51433,nrbc,other body fluid,hematology,
634,51434,other cell,other body fluid,hematology,
635,51435,plasma,other body fluid,hematology,17803-8
636,51436,polys,other body fluid,hematology,26518-1
637,51437,promyelocytes,other body fluid,hematology,17799-8
638,51438,"rbc, other fluid",other body fluid,hematology,26455-6
639,51439,"wbc, other fluid",other body fluid,hematology,26466-3
640,51440,atypical lymphocytes,pleural,hematology,33370-8
641,51441,bands,pleural,hematology,
642,51442,basophils,pleural,hematology,35070-2
643,51443,blasts,pleural,hematology,
644,51444,eosinophils,pleural,hematology,30379-2
645,51445,"hematocrit, pleural",pleural,hematology,
646,51446,lymphocytes,pleural,hematology,26481-2
647,51447,macrophages,pleural,hematology,40520-9
648,51448,mesothelial cells,pleural,hematology,30431-1
649,51449,metamyelocytes,pleural,hematology,
650,51450,monos,pleural,hematology,33362-5
651,51451,myelocytes,pleural,hematology,
652,51452,nrbc,pleural,hematology,
653,51453,other,pleural,hematology,
654,51454,plasma cells,pleural,hematology,40522-5
655,51455,polys,pleural,hematology,26519-9
656,51456,promyelocytes,pleural,hematology,
657,51457,"rbc, pleural",pleural,hematology,26456-4
658,51458,"wbc, pleural",pleural,hematology,26467-1
659,51459,young cells,pleural,hematology,
660,51460,"blood, occult",stool,hematology,2335-8
661,51461,ammonium biurate,urine,hematology,12454-5
662,51462,amorphous crystals,urine,hematology,8246-1
663,51463,bacteria,urine,hematology,5769-5
664,51464,bilirubin,urine,hematology,5770-3
665,51465,bilirubin crystals,urine,hematology,5771-1
666,51466,blood,urine,hematology,5794-3
667,51467,broad casts,urine,hematology,18487-9
668,51468,calcium carbonate crystals,urine,hematology,5773-7
669,51469,calcium oxalate crystals,urine,hematology,5774-5
670,51470,calcium phosphate crystals,urine,hematology,5775-2
671,51471,cellular cast,urine,hematology,
672,51472,cholesterol crystals,urine,hematology,5777-8
673,51473,cysteine crystals,urine,hematology,5782-8
674,51474,eosinophils,urine,hematology,25156-1
675,51475,epithelial casts,urine,hematology,
676,51476,epithelial cells,urine,hematology,5787-7
677,51477,free fat,urine,hematology,53359-6
678,51478,glucose,urine,hematology,5792-7
679,51479,granular casts,urine,hematology,5793-5
680,51480,hematocrit,urine,hematology,17809-5
681,51481,hemosiderin,urine,hematology,4644-1
682,51482,hyaline casts,urine,hematology,5796-8
683,51483,hyphenated yeast,urine,hematology,41865-7
684,51484,ketone,urine,hematology,5797-6
685,51485,leucine crystals,urine,hematology,5798-4
686,51486,leukocytes,urine,hematology,5799-2
687,51487,nitrite,urine,hematology,5802-4
688,51488,non-squamous epithelial cells,urine,hematology,41284-1
689,51489,nonsquamous epithelial cell,urine,hematology,41284-1
690,51490,oval fat body,urine,hematology,
691,51491,ph,urine,hematology,5803-2
692,51492,protein,urine,hematology,5804-0
693,51493,rbc,urine,hematology,5808-1
694,51494,rbc casts,urine,hematology,5807-3
695,51495,rbc clumps,urine,hematology,
696,51496,"reducing substances, urine",urine,hematology,
697,51497,renal epithelial cells,urine,hematology,26052-1
698,51498,specific gravity,urine,hematology,5811-5
699,51499,sperm,urine,hematology,8248-7
700,51500,sulfonamides,urine,hematology,5812-3
701,51501,transitional epithelial cells,urine,hematology,30089-7
702,51502,trichomonas,urine,hematology,32724-7
703,51503,triple phosphate crystals,urine,hematology,5814-9
704,51504,tyrosine crystals,urine,hematology,5815-6
705,51505,uric acid crystals,urine,hematology,5817-2
706,51506,urine appearance,urine,hematology,5767-9
707,51507,"urine casts, other",urine,hematology,9842-6
708,51508,urine color,urine,hematology,5778-6
709,51509,urine comments,urine,hematology,
710,51510,"urine crystals, other",urine,hematology,5783-6
711,51511,urine fat bodies,urine,hematology,2272-3
712,51512,urine mucous,urine,hematology,8247-9
713,51513,urine specimen type,urine,hematology,19159-3
714,51514,urobilinogen,urine,hematology,5818-0
715,51515,waxy casts,urine,hematology,5819-8
716,51516,wbc,urine,hematology,5821-4
717,51517,wbc casts,urine,hematology,5820-6
718,51518,wbc clumps,urine,hematology,
719,51519,yeast,urine,hematology,5822-2
720,51520,anti-mc,blood,chemistry,32042-4
721,51521,"acid phosphatase, prostatic",blood,chemistry,
722,51522,pg,other body fluid,chemistry,48785-0
723,51523,gr hold,urine,chemistry,
724,51524,fatty,urine,hematology,5789-3
725,51525,billed,blood,chemistry,
726,51526,frucamn+,blood,chemistry,
727,51527,ms-dia,blood,chemistry,
728,51528,stdy hold,blood,chemistry,
729,51529,estimated actual glucose,blood,chemistry,
730,51530,af-afp,other body fluid,chemistry,
731,51531,stdyurine,urine,chemistry,
732,51532,plasmgn,blood,hematology,
733,51533,wbcp,blood,hematology,
734,51534,myelos,joint fluid,hematology,
735,51535,cd55,other body fluid,hematology,
736,51536,cd59,other body fluid,hematology,
737,51537,tdt,other body fluid,hematology,
738,51540,problem specimen,blood,chemistry,
739,51541,problem specimen,blood,hematology,
740,51542,problem specimen,urine,hematology,
741,51543,voided specimen,blood,chemistry,
742,51544,voided specimen,other body fluid,blood gas,
743,51545,voided specimen,blood,blood gas,
744,51546,voided specimen,cerebrospinal fluid (csf),chemistry,
745,51547,voided specimen,other body fluid,chemistry,
746,51548,voided specimen,urine,hematology,
747,51549,voided specimen,ascites,chemistry,
748,51550,voided specimen,blood,hematology,
749,51551,voided specimen,other body fluid,hematology,
750,51552,voided specimen,stool,chemistry,
751,51553,voided specimen,urine,chemistry,
752,51554,voided specimen,joint fluid,hematology,
753,51555,surfactant albumin ratio,other body fluid,chemistry,
